id,name,original_address,current_google_name,current_google_address,google_place_id,google_name_he,google_name_lang_he,google_address_he,google_short_address_he,address_has_hebrew_he,google_name_en,google_name_lang_en,google_address_en,google_short_address_en,address_has_hebrew_en
4982,מאפה נאמן,"אגודת ספורט בית""ר 1, קניון ירושלים, Israel",Neeman Bakery,"Derech Agudat Sport Beitar 1, Jerusalem, Israel",ChIJibrR0o3XAhURb_pd-4F2zNM,קפה נאמן,iw,"דרך אגודת ספורט בית""ר 1, ירושלים","דרך אגודת ספורט בית""ר 1, ירושלים",yes,Neeman Bakery,en,"Derech Agudat Sport Beitar 1, Jerusalem","Derech Agudat Sport Beitar 1, Jerusalem",no
4983,לה פטיסייר,"דרך החורש 90, רמות אלון, ירושלים, Israel",לה פטיסייר - רמות - קונדיטוריה ירושלים,"Derech Hahoresh 90, Jerusalem, 9727130, Israel",ChIJu6wJKhPWAhURUCyHAegt_O8,לה פטיסייר - La Pâtissière,iw,"דרך החורש 90, ירושלים, 9727130","דרך החורש 90, ירושלים",yes,לה פטיסייר - רמות - קונדיטוריה ירושלים,en,"Derech Hahoresh 90, Jerusalem, 9727130","Derech Hahoresh 90, Jerusalem",no
4985,סבתא סנדוויץ,"הלל 28, ירושלים, Israel",Safta Sandwich,"Hillel St 28, Jerusalem, Israel",ChIJ1_84vNYpAxURCCgciDvoBUg,סבתא סנדוויץ,iw,"הלל 28, ירושלים","הלל 28, ירושלים",yes,Safta Sandwich,en,"Hillel St 28, Jerusalem","Hillel 28, Jerusalem",no
4991,מרכז הפלאפל התימני,"הנביאים 48, ירושלים, Israel",The Yemenite Falafel,"Ha-Nevi'im St 48, Jerusalem, Israel",ChIJZZd6ctopAxURtmGOhZWNG8k,מרכז הפלאפל התימני,iw,"הנביאים 48, ירושלים","הנביאים 48, ירושלים",yes,The Yemenite Falafel,en,"Ha-Nevi'im St 48, Jerusalem","HaNevi'im 48, Jerusalem",no
4993,ביג בייט,"שמגר 16, קניון רב שפע, ירושלים, Israel",Big Bite,"Shamgar St 16, Jerusalem, Israel",ChIJr-Q4zCPWAhURKUitFT4_NKw,ביג בייט,iw,"שמגר 16, ירושלים","שמגר 16, ירושלים",yes,Big Bite,en,"Shamgar St 16, Jerusalem","Shamgar 16, Jerusalem",no
4999,אנג'ליקה,"וושינגטון 4, ירושלים, Israel",Angelica,"George Washington St 4, Jerusalem, Israel",ChIJgarW_tUpAxURCqyLLxhFH8g,אנג'ליקה,iw,"ג'ורג' וושינגטון 4, ירושלים","ג'ורג' וושינגטון 4, ירושלים",yes,Angelica,en,"George Washington St 4, Jerusalem","George Washington 4, Jerusalem",no
5000,רולדין,"החוצבים 10, מבשרת ציון, Israel",Roladin - Mevasseret Mall - Mevasseret-Zion,"קניון מבשרת החדש, שדרות החוצבים 10, מבשרת ציון, 9079129, Israel",ChIJZ453a1rXAhURgtDi2WWSik4,רולדין - קניון מבשרת - מבשרת-ציון,iw,"קניון מבשרת החדש, שדרות החוצבים 10, מבשרת ציון, 9079129","קניון מבשרת החדש, שדרות החוצבים 10, מבשרת ציון",yes,Roladin - Mevasseret Mall - Mevasseret-Zion,en,"קניון מבשרת החדש, שדרות החוצבים 10, מבשרת ציון, 9079129","קניון מבשרת החדש, HaHotsvim Avenue 10, Mevaseret Zion",yes
5004,פסגת הבגט,"שד' משה דיין 100, פסגת זאב, ירושלים, Israel",פסגת הבאגט תחנת דלק פז פ.זאב,"Moshe Dayan 98, Jerusalem",ChIJW_eNWSXWAhUR7Tvtz5GDzHY,פסגת הבאגט תחנת דלק פז פ.זאב,iw,"שדרות משה דיין 98, ירושלים","שדרות משה דיין 98, ירושלים",yes,פסגת הבאגט תחנת דלק פז פ.זאב,iw,"Moshe Dayan 98, Jerusalem","Sderot Moshe Dayan 98, Jerusalem",no
5005,פיצה לארי,"כנפי נשרים 66, ירושלים, Israel",פיצה לארי,"Kanfei Nesharim St 66, Jerusalem, Israel",ChIJy9LrnVLWAhURFdk2pRZy-Cg,פיצה לארי,iw,"כנפי נשרים 66, ירושלים","כנפי נשרים 66, ירושלים",yes,פיצה לארי,iw,"Kanfei Nesharim St 66, Jerusalem","Kanfei Nesharim 66, Jerusalem",no
5010,סימה,"אגריפס 82, מחנה יהודה, ירושלים, Israel",Sima Steak House 1969,"Agripas St 82, Jerusalem, Israel",ChIJpWrpwijWAhURoI3Sdjlk5bA,מסעדת וסטקיית סימה,iw,"אגריפס 82, ירושלים","אגריפס 82, ירושלים",yes,Sima Steak House 1969,en,"Agripas St 82, Jerusalem","Agripas 82, Jerusalem",no
5011,סיאול האוס,"חב""ד 34, ירושלים העתיקה, Israel",Seoul House,"Habad St 34, Jerusalem",ChIJP5Rf98YpAxURWZVwajZrKMM,סיאול האוס - Seoul House,iw,"חב""ד 34, ירושלים","חב""ד 34, ירושלים",yes,Seoul House,en,"Habad St 34, Jerusalem","Habad 34, Jerusalem",no
5012,דיצה פיצה,"קובובי 55, ירושלים, Israel",דיצה פיצה,"Leon Kubovi St 55, Jerusalem, Israel",ChIJY1wF5JnXAhURMhCueZdFhH8,דיצה פיצה-רמת דניה,iw,"אריה ל. קובובי 55, ירושלים","אריה ל. קובובי 55, ירושלים",yes,דיצה פיצה,en,"Leon Kubovi St 55, Jerusalem","Leon Kubovi 55, Jerusalem",no
5013,פלאפל לוי התימני,"שטנר 3, גבעת שאול, ירושלים, Israel",Falafel at the Yemenite’s,"Shatner St 3, Jerusalem, Israel",ChIJoySTtEvWAhUR3GyIAGaEEYA,פלאפל אצל התימני,iw,"שטנר 3, ירושלים","שטנר 3, ירושלים",yes,Falafel at the Yemenite’s,en,"Shatner St 3, Jerusalem","Shatner 3, Jerusalem",no
5015,אהבת הים,"שד' בן צבי 11, ירושלים, Israel",Ahavat Hayam,"Sderot Ben Tsvi 11, Jerusalem, 9455519, Israel",ChIJFfOy2p_XAhURwixCSpkdJRI,אהבת הים,iw,"שדרות בן צבי 11, ירושלים, 9455519","שדרות בן צבי 11, ירושלים",yes,Ahavat Hayam,en,"Sderot Ben Tsvi 11, Jerusalem, 9455519","Sderot Ben Tsvi 11, Jerusalem",no
5023,אורי פיצה,"מלכי ישראל 6, ירושלים, Israel",פיצה אורי,"Levush Mordehai St 2, Jerusalem, Israel",ChIJma5fJtkpAxURNvTAJSLxHZ8,פיצה אורי,iw,"לבוש מרדכי 2, ירושלים","לבוש מרדכי 2, ירושלים",yes,פיצה אורי,en,"Levush Mordehai St 2, Jerusalem","Levush Mordehai 2, Jerusalem",no
5025,פיצה מיי,"הפלמ""ח 45, ירושלים, Israel",Pizza May,"9254268, HaPalmach St 45, Jerusalem, Israel",ChIJS_zBNNbXAhURjxim7h7m05Y,פיצה מיי,iw,"9254268, HaPalmach St 45, Jerusalem","9254268, הפלמ""ח 45, ירושלים",no,Pizza May,en,"9254268, HaPalmach St 45, Jerusalem","9254268, HaPalmach 45, Jerusalem",no
5027,פיצה בלה,"בנימין מטודלה 1, ירושלים, Israel",Pizza Metudela,"Binyamin mi-Tudela St 1, Jerusalem, Israel",ChIJ00JeldXXAhURXAlzMg7IcA4,פיצה מטודלה,iw,"בנימין מטודלה 1, ירושלים","בנימין מטודלה 1, ירושלים",yes,Pizza Metudela,en,"Binyamin mi-Tudela St 1, Jerusalem","Binyamin Metudela 1, Jerusalem",no
5028,באגט שילת,"דהומיי 3, ירושלים, Israel",Baguette Shilat,"Dahomey St 3, Jerusalem, Israel",ChIJ3VoOQXnXAhUR-LWVwznAPwg,באגט שילת,iw,"דהומיי 3, ירושלים","דהומיי 3, ירושלים",yes,Baguette Shilat,en,"Dahomey St 3, Jerusalem","Dahomey 3, Jerusalem",no
5030,קפה עגנון,"שד' ש""י עגנון 20, ירושלים, Israel",Coffee Agnon,"Sderot Shai Agnon 20, Jerusalem, 93589, Israel",ChIJMzcwFd3XAhURdPFTESoE1yw,קפה עגנון,iw,"שדרות ש""י עגנון 20, ירושלים, 93589","שדרות ש""י עגנון 20, ירושלים",yes,Coffee Agnon,en,"Sderot Shai Agnon 20, Jerusalem, 93589","Sderot Shai Agnon 20, Jerusalem",no
5031,ג'ורג'י אוכל רחוב,"הלל 8, ירושלים, Israel",Georgie,"Hillel St 8, Jerusalem, Israel",ChIJDeGnDtYpAxURssY_g2meq98,ג׳ורג׳י,iw,"הלל 8, ירושלים","הלל 8, ירושלים",yes,Georgie,en,"Hillel St 8, Jerusalem","Hillel 8, Jerusalem",no
5032,דניה,"כנפי נשרים 35, גבעת שאול, ירושלים, Israel",קפה דניה - גבעת שאול,"Kanfei Nesharim St 35, Jerusalem, Israel",ChIJD1Mmn1LWAhURvzQHqdXcaNA,קפה דניה גבעת שאול,iw,"כנפי נשרים 35, ירושלים","כנפי נשרים 35, ירושלים",yes,קפה דניה - גבעת שאול,en,"Kanfei Nesharim St 35, Jerusalem","Kanfei Nesharim 35, Jerusalem",no
5034,פיצה רומי,"השישה עשר 9, פסגת זאב, ירושלים, Israel",פיצה רומי פסגת זאב | Pizza Romi Pisgat Ze'ev,"Ha-Shisha Asar St 9, Jerusalem",ChIJZ43VfqwrAxUR5XBx6OeKlkw,פיצה רומי פסגת זאב | Pizza Romi Pisgat Ze'ev,iw,"רחוב השישה עשר 9, ירושלים","רחוב השישה עשר 9, ירושלים",yes,פיצה רומי פסגת זאב | Pizza Romi Pisgat Ze'ev,iw,"Ha-Shisha Asar St 9, Jerusalem","HaShisha Asar 9, Jerusalem",no
5035,מטעמי זוהר,"כרמים 7, מבשרת ציון, Israel",Zohar Delights - מטעמי זוהר,"Kramim St 7, Mevaseret Zion, Israel",ChIJW9GcklXXAhURMZ7uDIsvwsw,מטעמי זוהר,iw,"כרמים 7, מבשרת ציון","כרמים 7, מבשרת ציון",yes,Zohar Delights - מטעמי זוהר,en,"Kramim St 7, Mevaseret Zion","Kramim 7, Mevaseret Zion",no
5036,נוגטין,"הרב עוזיאל 28, ירושלים, Israel",Nougatine,"הרב עוזיאל 86, הרב ש. שאולזון 51, HaMarpe 1, Jerusalem, Israel",ChIJ01Q3f7zXAhURpJwM6a7Lf80,קונדטוריה נוגטין,iw,"הרב עוזיאל 86, הרב ש. שאולזון 51, המרפא 1, ירושלים","הרב עוזיאל 86, הרב ש. שאולזון 51, המרפא 1, ירושלים",yes,Nougatine,en,"הרב עוזיאל 86, הרב ש. שאולזון 51, HaMarpe 1, Jerusalem","הרב עוזיאל 86, הרב ש. שאולזון 51, HaMarpe 1, Jerusalem",yes
5038,קפה גלאטה,"יפו 97, ירושלים, Israel",Galata Coffee,"Jaffa St 97, Jerusalem, Israel",ChIJf-VrBJcpAxURlrV8hUTnGXI,קפה גלאטה,iw,"יפו 97, ירושלים","יפו 97, ירושלים",yes,Galata Coffee,en,"Jaffa St 97, Jerusalem","Yafo 97, Jerusalem",no
5041,משולשים,"הר""ן 7, ביתר עילית, Israel",משולשים,"Haran St 7, Betar Illit",ChIJG6sdJobbAhURSMdLI8yZIUU,משולשים,iw,"רח' הר""ן 7, ביתר עילית","רח' הר""ן 7, ביתר עילית",yes,משולשים,iw,"Haran St 7, Betar Illit","Haran 7, Betar Illit",no
5042,מגדנית בריזל,"מאה שערים 9, שכונת גאולה, ירושלים, Israel",מגדנית בריזל,"Me'a She'arim St 9, Jerusalem, Israel",ChIJ_ckdLtspAxUR-0WzfjSr3BE,מגדנית בריזל,iw,"מאה שערים 9, ירושלים","מאה שערים 9, ירושלים",yes,מגדנית בריזל,iw,"Me'a She'arim St 9, Jerusalem","Me'a She'arim 9, Jerusalem",no
5043,פיצה טרוי,"הרב עוזיאל 94, ירושלים, Israel",Trevi's Pizza,"Ha-Rav Uzi'el St 94, Jerusalem, Israel",ChIJmzvwIr7XAhUR_9NjzkFDrJ4,פיצה טרווי,iw,"הרב עוזיאל 94, ירושלים","הרב עוזיאל 94, ירושלים",yes,Trevi's Pizza,en,"Ha-Rav Uzi'el St 94, Jerusalem","HaRav Uziel 94, Jerusalem",no
5052,פלאפל שלמה,"מלכי ישראל 5, ירושלים, Israel",Shlomo's Falafel,"Malkei Israel St 5, Jerusalem, Israel",ChIJ5df1JtkpAxURwKP5EVlCIWM,פלאפל שלמה מלכי ישראל 5,iw,"מלכי ישראל 5, ירושלים","מלכי ישראל 5, ירושלים",yes,Shlomo's Falafel,en,"Malkei Israel St 5, Jerusalem","Malchei Israel 5, Jerusalem",no
5054,פיצה ירושלים,"מלכי ישראל 43, ירושלים, Israel",Jerusalem Pizza,"Malkei Israel St 43, Jerusalem, Israel",ChIJVXLuo9gpAxURurWCmaEY0Cc,פיצה ירושלים,iw,"מלכי ישראל 43, ירושלים","מלכי ישראל 43, ירושלים",yes,Jerusalem Pizza,en,"Malkei Israel St 43, Jerusalem","Malchei Israel 43, Jerusalem",no
5056,ג'אפן ג'אפן JAPAN JAPAN ירושלים בית הנציב,"דרך חברון 101, ירושלים, Israel",Japan Japan Jerusalem,"Hebron Rd 101, Jerusalem, Israel",ChIJESO41CwpAxURJk7M6gx4InQ,Japan Japan Jerusalem,en,"דרך חברון 101, ירושלים","דרך חברון 101, ירושלים",yes,Japan Japan Jerusalem,en,"Hebron Rd 101, Jerusalem","Derech Hevron 101, Jerusalem",no
5059,bon appetito,"אליהו קורן 29, ירושלים, Israel",Bon appetito,"Eliyahu Koren St 29, Jerusalem",ChIJ8UCUr_onAxURxugZcorxycs,Bon Appetito,iw,"אליהו קורן 29, ירושלים","אליהו קורן 29, ירושלים",yes,Bon appetito,en,"Eliyahu Koren St 29, Jerusalem","Eliyahu Koren 29, Jerusalem",no
5065,מאפיית אבחיל,"פרי חדש 8, ירושלים, Israel",Avichail Bakery,"Pri Hadash St 8, Jerusalem, Israel",ChIJnfxS_tgpAxURQn1K_MqdX8M,"מאפית אביחיל (1981) בע""מ",iw,"פרי חדש 8, ירושלים","פרי חדש 8, ירושלים",yes,Avichail Bakery,en,"Pri Hadash St 8, Jerusalem","Pri Hadash 8, Jerusalem",no
5067,מרכז השווארמה,"הדקל 11, בית שמש, Israel",Mercaz HaShwarma,"HaDekel Ave 12, Bet Shemesh, Israel",ChIJY4IH9W7EAhURf1kYP2wdOHc,מרכז השווארמה,iw,"שדרות הדקל 12, בית שמש","שדרות הדקל 12, בית שמש",yes,Mercaz HaShwarma,en,"HaDekel Ave 12, Bet Shemesh","Sderot HaDekel 12, Beit Shemesh",no
5072,קפה עלית-אספרסו בר,"הר הצופים 1, ירושלים, Israel",Aroma Espresso Bar ארומה אספרסו בר,"שדרות צ'רצ'יל 1, האוניברסיטה העברית, קמפוס הר הצופים, בניין גולדשמיט, הר הצופים, Jerusalem 9765415",ChIJAQCUB9HXAhURbuH2arrUV_E,ארומה,iw,"שדרות צ'רצ'יל 1, האוניברסיטה העברית, קמפוס הר הצופים, בניין גולדשמיט, הר הצופים, Jerusalem 9765415","שדרות צ'רצ'יל 1, האוניברסיטה העברית, קמפוס הר הצופים, בניין גולדשמיט, הר הצופים, ירושלים",yes,Aroma Espresso Bar ארומה אספרסו בר,en,"שדרות צ'רצ'יל 1, האוניברסיטה העברית, קמפוס הר הצופים, בניין גולדשמיט, הר הצופים, Jerusalem 9765415","שדרות צ'רצ'יל 1, האוניברסיטה העברית, קמפוס הר הצופים, בניין גולדשמיט, הר הצופים, Jerusalem",yes
5075,בורקס מוסא,"יפו 30, ירושלים, Israel",Burekas Musa,"Jaffa St 30, Jerusalem, Israel",ChIJi3a02dApAxURS7dhV5te0dY,בורקס מוסא,iw,"יפו 30, ירושלים","יפו 30, ירושלים",yes,Burekas Musa,en,"Jaffa St 30, Jerusalem","Yafo 30, Jerusalem",no
5076,שינזו shinzu ירושלים,"גולדה מאיר 255, רמות אלון, ירושלים, Israel",שינזו shinzu,"Golda Me'ir Boulevard 225 st, Jerusalem",ChIJS1repcPXAhURbu1bXftUlmY,שינזו shinzu,iw,"שדרות גולדה מאיר 225 st, ירושלים","שדרות גולדה מאיר 225 st, ירושלים",yes,שינזו shinzu,iw,"Golda Me'ir Boulevard 225 st, Jerusalem","Golda Me'ir Boulevard 225 st, Jerusalem",no
5080,גראנד קפה,"דרך בית לחם 70, המושבה הגרמנית, ירושלים, Israel",Grand Café,"Beit Lehem Rd 70, Jerusalem, 9350419, Israel",ChIJVcaCCyQoAxUReCGFkV9ymY8,גראנד קפה,iw,"בית לחם 70, ירושלים, 9350419","בית לחם 70, ירושלים",yes,Grand Café,en,"Beit Lehem Rd 70, Jerusalem, 9350419","Derech Beit Lehem 70, Jerusalem",no
5081,מסעדת טרסה,"נכון 6, ירושלים, Israel",מסעדת טרסה,"Sh.A. Nakhon St 6, Jerusalem, Israel",ChIJSVqDUy0oAxURKrqiz9u61IU,מסעדת טרסה,iw,"ש.א. נכון 6, ירושלים","ש.א. נכון 6, ירושלים",yes,מסעדת טרסה,iw,"Sh.A. Nakhon St 6, Jerusalem","Sh.A. Nachon 6, Jerusalem",no
5082,ארומה,"הראל 1, קניון הראל, מבשרת ציון, Israel",Aroma Espresso Bar ארומה אספרסו בר,"קניון הראל, הראל 1, מבשרת ציון, Israel",ChIJKQZnkO_WAhURmlB8R5NECdE,Aroma Espresso Bar ארומה אספרסו בר,en,"קניון הראל, הראל 1, מבשרת ציון","קניון הראל, הראל 1, מבשרת ציון",yes,Aroma Espresso Bar ארומה אספרסו בר,en,"קניון הראל, הראל 1, מבשרת ציון","קניון הראל, Har'el 1, Mevaseret Zion",yes
5086,מסעדת 02,"ז'בוטינסקי 3, ירושלים, Israel",מסעדת 02,"Jabotinski St 3, Jerusalem, Israel",ChIJ_TBv-FjEAhURA_l5d2E-p9Q,מסעדת 02,iw,"ז'בוטינסקי 3, ירושלים","ז'בוטינסקי 3, ירושלים",yes,מסעדת 02,iw,"Jabotinski St 3, Jerusalem","Jabotinski St 3, Jerusalem",no
5088,ג'וחא,"הר גילה, Israel","ג'וחא- קפה ומשתלה, מתחם לאירועים קטנים","Mish'ol HaHelmonit 3, Har Gillo",ChIJnzUDDTHZAhURssAZ8oI9gP0,"ג'וחא- קפה ומשתלה, מתחם לאירועים קטנים",iw,"משעול החלמונית 3, הר גילה","משעול החלמונית 3, הר גילה",yes,"ג'וחא- קפה ומשתלה, מתחם לאירועים קטנים",iw,"Mish'ol HaHelmonit 3, Har Gillo","Mish'ol HaHelmonit 3, Har Gillo",no
5089,עין חמד קפה ביער,"עין חמד, Israel",רחוב ירושלמי ביער עין חמד,"יער עין חמד, בית נקופה, Israel",ChIJi_hdfR3RAhURSql82GEk9VM,רחוב ירושלמי ביער עין חמד,iw,"יער עין חמד, בית נקופה","יער עין חמד, בית נקופה",yes,רחוב ירושלמי ביער עין חמד,iw,"יער עין חמד, בית נקופה","יער עין חמד, Beit Nekofa",yes
5092,סוס יאור,"האגוז 17, מחנה יהודה, ירושלים, Israel",סוס יאור,"HaEgoz St 17, Jerusalem, Israel",ChIJGzk9WyjWAhURIIOreDobao8,סוס יאור,en,"האגוז 17, ירושלים","האגוז 17, ירושלים",yes,סוס יאור,en,"HaEgoz St 17, Jerusalem","HaEgoz 17, Jerusalem",no
5093,דניה קפה בכיכר,"שד' הרצל 102, ירושלים, Israel",Denya cafe,"Shderot Herzl 102, Jerusalem, Israel",ChIJu3EUDLTXAhURsEFHTrGAs8g,קפה דניה - בית הכרם,iw,"שדרות הרצל 102, ירושלים","שדרות הרצל 102, ירושלים",yes,Denya cafe,en,"Shderot Herzl 102, Jerusalem","Sderot Herzl 102, Jerusalem",no
5095,פלאפל 4 טעמים,"בית הדפוס 12, גבעת שאול, ירושלים, Israel",פלאפל ושניצל 4 טעמים,"Beit Ha-Defus St 12, Jerusalem, Israel",ChIJMZK1n0vWAhURtbG6VV9gfQM,פלאפל ושניצל 4 טעמים,iw,"בית הדפוס 12, ירושלים","בית הדפוס 12, ירושלים",yes,פלאפל ושניצל 4 טעמים,iw,"Beit Ha-Defus St 12, Jerusalem","Beit Ha-Defus 12, Jerusalem",no
5096,פיצריה אפרת,"אפרת, Israel",Pizzeria Efrat,"מרכז מסחרי, HaTe'ena 1, Efrat",ChIJMffsQ-veAhURvX6V-EKyg-A,פיצריה אפרת - פיצריה משפחתית בסגנון אמריקאי שהוקמה ב 1988,iw,"מרכז מסחרי, התאנה 1, אפרת","מרכז מסחרי, התאנה 1, אפרת",yes,Pizzeria Efrat,en,"מרכז מסחרי, HaTe'ena 1, Efrat","מרכז מסחרי, HaTe'ena 1, Efrat",yes
5097,חומוס בן סירא ירושלים,"בן סירא 3, ירושלים, Israel",Ben-Sira Hummus,"Ben Sira St 3, Jerusalem, 9418103, Israel",ChIJIyRMQNEpAxURtZJ59FrYWVE,חומוס בן סירא,iw,"בן סירא 3, ירושלים, 9418103","בן סירא 3, ירושלים",yes,Ben-Sira Hummus,en,"Ben Sira St 3, Jerusalem, 9418103","Ben Sira 3, Jerusalem",no
5098,פיצה דומינו,"ההגנה 21, ירושלים, Israel",פיצה דומינו,"Ha-Hagana St 21, Jerusalem",ChIJKbcfd4ApAxURIpcdi4Uhk6A,פיצה דומינו,iw,"רחוב ההגנה 21, ירושלים","רחוב ההגנה 21, ירושלים",yes,פיצה דומינו,iw,"Ha-Hagana St 21, Jerusalem","HaHagana 21, Jerusalem",no
5099,בן יהודה 2,"בן יהודה 2, ירושלים, Israel",Ben Yehuda St 2,"Ben Yehuda St 2, Jerusalem, Israel",ChIJ97ANItcpAxURVdqfA8c0j4U,בן יהודה 2,,"בן יהודה 2, ירושלים","בן יהודה 2, ירושלים",yes,Ben Yehuda St 2,,"Ben Yehuda St 2, Jerusalem","Ben Yehuda 2, Jerusalem",no
